caliber,club,date,height,league,meta,person,place,position,positon,source,throws,type,weight,first,give,given,last,matrilineal,nick,nickname,suffix
,Morristown,1913,,Appalachian League,,blau/XTDBTQX,,,,blau/blau-20171001,,player,,Ollie,,,Ruoff,,,,
,Morristown,1914,,Appalachian League,,blau/XTDBTQX,,,,blau/blau-20171001,,player,,Ollie,,,Ruoff,,,,
,York,1914,,Tri-State League,,blau/XTDBTQX,,,,blau/blau-20171001,,player,,Ollie,,,Ruoff,,,,
,Jonesboro,1910,,Northeast Arkansas League,,blau/RMDVZSF,,,,blau/blau-20180715,,player,,,,,Rusche,,,,
,Charleroi,1928,,Middle Atlantic League,,blau/HHKVFKR,,,,blau/blau-20170416,,player,,Elmer,,,Rush,,,,
,Blytheville,1910,,Northeast Arkansas League,,blau/BPFBMNF,,,,blau/blau-20180715,,player,,,,,Rusher,,,,
,Fort Smith,1930,,Western Association,,blau/RDJVZKV,,,,blau/blau-20171001,,player,,Herbert,,,Rushing,,,,
,Evansville,1931,,Illinois-Indiana-Iowa League,,blau/YRBCBHV,,,,blau/blau-20171001,,player,,Herbert,,,Rushing,,,,
,Beaumont,1931,,Texas League,,blau/YRBCBHV,,,,blau/blau-20171001,,player,,Herbert,,,Rushing,,,,
,Cincinnati,1901,,National League,,blau/NXJMCQX,,,,blau/blau-20170731,,player,,Amos,,,Rusie,,,,
,Vincennes,1903,,Kentucky-Illinois-Tennessee League,,blau/NXJMCQX,,,,blau/blau-20170731,,player,,Amos,,,Rusie,,,,
,Dubuque,1929,,Mississippi Valley League,,blau/NHDQFPQ,,,,blau/blau-20171001,,player,,Chester,,,Russell,,,,
,Peoria,1930,,Illinois-Indiana-Iowa League,,blau/NHDQFPQ,,,,blau/blau-20171001,,player,,Chester,,,Russell,,,,
,Burlington,1930,,Mississippi Valley League,,blau/NHDQFPQ,,,,blau/blau-20171001,,player,,Chester,,,Russell,,,,
,Montreal,1912,,International League,,blau/JFMHFZN,,,,blau/blau-20170108,,player,,Ed,,Edward E.,Russell,,,,
,Binghamton,1913,,New York State League,,blau/JFMHFZN,,,,blau/blau-20170108,,player,,Ed,,Edward E.,Russell,,,,
,Evansville,1903,,Central League,,blau/NXWRTVH,,,,blau/blau-20171001,,player,,Jack,,,Russell,,,,
,Wilmington,1904,,Tri-State League,,blau/NXWRTVH,,,,blau/blau-20171001,,player,,Jack,,,Russell,,,,
,Jonesboro,1910,,Northeast Arkansas League,,blau/RWZYTBX,,,,blau/blau-20180715,,player,,Jack,,,Russell,,,,
,Sioux City,1921,,Western League,,blau/TXLLBMR,,,,blau/blau-20170521,,player,,John,,,Russell,,,,
,Tulsa,1922,,Western League,,blau/TXLLBMR,,,,blau/blau-20170521,,player,,John,,,Russell,,,,
,Dover,1923,,Eastern Shore League,,blau/BFQVDMQ,,,,blau/blau-20161225,,player,,Joseph,,,Russell,,,,
,Las Cruces,1915,,Rio Grande Association,,morris/WXPHBVG,,P,,morris/1915RioGrandeValley/ElPasoHerald/31,,player,,Lefty,,,Russell,,,,
,Dayton,1930,,Central League,,blau/JSRWLJG,,,,blau/blau-20171001,,player,,Lou,,,Russell,,,,
,Huntington,1931,,Middle Atlantic League,,blau/JSRWLJG,,,,blau/blau-20171001,,player,,Lou,,,Russell,,,,
,Mobile,1931,,Southern Association,,blau/JSRWLJG,,,,blau/blau-20171001,,player,,Lou,,,Russell,,,,
,Greensboro,1915,,North Carolina State League,,morris/WMLLZND,,,,morris/1915NorthCarolinaState/GreensboroDailyNews/14,,player,,,,,Russell,,,,
,Greensboro,1915,,North Carolina State League,,morris/GHQFYCD,,P,,morris/1915NorthCarolinaState/GreensboroDailyNews/15,,player,,,,,Russell,,,,
,Corsicana,1925,,Texas Association,,blau/RZSBXGL,,,,blau/blau-20170108,,player,,Adolph,,,Ruth,,,,
,Grand Rapids,1914,,Central League,,blau/KGGMRTT,,,,blau/blau-20180331,,player,,Charles,,,Rutherford,,,,
,Fitchburg,1922,,Eastern League,,blau/QGSYBHP,,,,blau/blau-20171001,,player,,Art,,,Ryan,,,,
,Macon,1923,,South Atlantic League,,blau/QGSYBHP,,,,blau/blau-20171001,,player,,Art,,,Ryan,,,,
,Manchester,1926,,New England League,,blau/QGSYBHP,,,,blau/blau-20171001,,player,,Art,,,Ryan,,,,
,Huron,1920,,South Dakota League,,blau/KWCGNVD,,,,blau/blau-20161225,,player,,Johnny,,,Ryan,,,,
,Omaha,1921,,Western League,,blau/KWCGNVD,,,,blau/blau-20161225,,player,,Johnny,,,Ryan,,,,
,Norfolk,1910,,Virginia League,,blau/HZLRXTM,,,,blau/blau-20170205,,player,,William,,,Ryan,,,,
,Mannington,1910,,West Virginia League,,blau/HZLRXTM,,,,blau/blau-20170205,,player,,William,,,Ryan,,,,
,Blytheville,1910,,Northeast Arkansas League,,blau/SFGXDMK,,,,blau/blau-20180715,,player,,,,,Ryan,,,,
,Albany,1926,,Southeastern League,,blau/CBTPQFT,,,,blau/blau-20161225,,player,,,,,Ryan,,,,
,Peoria,1930,,Illinois-Indiana-Iowa League,,blau/TPZSMWG,,,,blau/blau-20171001,,player,,John,,,Rydzewski,,,,
,Grand Island,1928,,Nebraska State League,,blau/PHZGQPD,,,,blau/blau-20170827,,player,,Paul,,,Ryerson,,,,
,Charleston,1915,,South Atlantic League,,morris/KFGWQTB,,,,morris/1915SouthAtlantic/ColumbiaRecord/44,,manager,,Ed,,,Sabrie,,,,
,Charleston,1915,,South Atlantic League,,morris/QDBDTYX,,,,morris/1915SouthAtlantic/ColumbiaRecord/50,,player,,Eddie,,,Sabrie,,,,
,Charleston,1915,,South Atlantic League,,morris/ZSQZFGL,,,,morris/1915SouthAtlantic/ColumbiaRecord/66,,manager,,Eddie,,,Sabrie,,,,
,Greensboro,1920,,Piedmont League,,blau/WVWKMWQ,,,,blau/blau-20161225,,player,,Roy,,,Saddler,,Ike,,
,Greensboro,1921,,Piedmont League,,blau/WVWKMWQ,,,,blau/blau-20161225,,player,,Roy,,,Saddler,,Ike,,
,Sioux City,1912,,Western League,,blau/DTXHCJM,,,,blau/blau-20170108,,player,,George,,,Sage,,,,
,Sioux City,1911,,Western League,,blau/HGTWKMX,,,,blau/blau-20170108,,player,,Leo,,,Sage,,,,
,Waterbury,1912,,Connecticut State League,,blau/WTFFDMH,,,,blau/blau-20170108,,player,,A.,,,Sager,,Rube,,
,Douglas,1915,,Rio Grande Association,,morris/QFLDXGG,,,,morris/1915RioGrandeValley/AlbuquerqueJournal/1,,player,,Ross,,,Salazar,,,,
,Phoenix,1915,,Rio Grande Association,,morris/QFLDXGG,,RF,,morris/1915RioGrandeValley/AlbuquerqueJournal/1,,player,,Ross,,,Salazar,,,,
,Douglas,1915,,Rio Grande Association,,morris/CVGKMJX,,,,morris/1915RioGrandeValley/ElPasoHerald/136,,player,,,,,Salazar,,,,
,Phoenix,1915,,Rio Grande Association,,morris/CVGKMJX,,RF,,morris/1915RioGrandeValley/ElPasoHerald/136,,player,,,,,Salazar,,,,
,Oakland,1933,,Pacific Coast League,,blau/WHFPQKC,,,,blau/blau-20170108,,player,,Mike,,,Salinsen,,,,
,Hutchinson,1914,,Kansas State League,,blau/VMYQSSY,,,,blau/blau-20180331,,player,,Roy,,,Salisbury,,,,
,Jeannette,1927,,Middle Atlantic League,,blau/PTMNHXF,,,,blau/blau-20171001,,player,,Bill,,,Saller,,,,
,Tampa,1926,,Florida State League,,blau/JKVJMFJ,,,,blau/blau-20171001,,player,,Manuel,,,Salva,,,,
,Tampa,1927,,Florida State League,,blau/JKVJMFJ,,,,blau/blau-20171001,,player,,Manuel,,,Salva,,,,
,Jonesboro,1910,,Northeast Arkansas League,,blau/MVRCHLM,,,,blau/blau-20180715,,player,,Charles,,,Sample,,,,
,Valdosta,1915,,Florida-Alabama Georgia League,,morris/QDJNRPL,,,,morris/1915SouthAtlantic/ColumbiaRecord/27,,manager,,Guy,,,Sample,,,,
,Canton,1915,,Buckeye League,,morris/LZZSRLQ,,P,,morris/1915Buckeye/CantonEveningRepository/28,,player,,,,,Samuels,,,,
,Paterson,1914,,Atlantic League,,blau/DSLDNWB,,,,blau/blau-20180331,,player,,Joe,,,Samuelson,,,,
,Joplin,1917,,Western League,,blau/WLMJMGH,,,,blau/blau-20171001,,player,,Roy,,,Sanders,,,,
,Joplin,1918,,Western League,,blau/WLMJMGH,,,,blau/blau-20171001,,player,,Roy,,,Sanders,,,,
,Blackwell,1924,,Southwestern League,,blau/QWMJJBK,,,,blau/blau-20171001,,player,,,,,Sanders,,,,
,Emporia,1924,,Southwestern League,,blau/QWMJJBK,,,,blau/blau-20171001,,player,,,,,Sanders,,,,
,Enid,1924,,Southwestern League,,blau/QWMJJBK,,,,blau/blau-20171001,,player,,,,,Sanders,,,,
,Newton,1924,,Southwestern League,,blau/QWMJJBK,,,,blau/blau-20171001,,player,,,,,Sanders,,,,
,Newark,1915,,Buckeye League,,morris/RBHGFJP,,C,,morris/1915Buckeye/NewarkDailyAdvocate/22,,player,,Foster,,,Sandrock,,,,
,Brantford,1914,,Canadian League,,blau/GVHPZPJ,,,,blau/blau-20180331,,player,,Frank,,,Sandusky,,,,
,Baltimore,1914,,International League,,blau/GVHPZPJ,,,,blau/blau-20180331,,player,,Frank,,,Sandusky,,,,
,Burlington,1913,,Central Association,,blau/XVLPLFH,,,,blau/blau-20180331,,player,,William Henry,,William Henry,Sapp,,,,
,Keokuk,1913,,Central Association,,blau/XVLPLFH,,,,blau/blau-20180331,,player,,William Henry,,William Henry,Sapp,,,,
,Salina,1914,,Kansas State League,,blau/XVLPLFH,,,,blau/blau-20180331,,player,,William Henry,,William Henry,Sapp,,,,
,Bloomington,1913,,Illinois-Indiana-Iowa League,,blau/HJGFTNV,,,,blau/blau-20170521,,player,,Joe,,,Sargent,,,,
,Bloomington,1905,,Illinois-Indiana-Iowa League,,blau/DRSDLMS,,,,blau/blau-20170108,,player,,Waldo,,,Sasse,,,,
,Kane,1906,,Interstate League,,blau/DRSDLMS,,,,blau/blau-20170108,,player,,Waldo,,,Sasse,,,,
,Oil City,1907,,Interstate League,,blau/DRSDLMS,,,,blau/blau-20170108,,player,,Waldo,,,Sasse,,,,
,Asheville,1914,,North Carolina State League,,blau/DRTGPMP,,,,blau/blau-20170129,,player,,Bernie,,,Sauer,,,,
,Asheville,1914,,North Carolina State League,,blau/PNVXVSR,,,,blau/blau-20180521,,player,,Bernie,,,Sauer,,,,
,Asbury Park,1914,,Atlantic League,,blau/PQYRVVR,,,,blau/blau-20180331,,player,,Charles,,,Saunders,,,,
,Detroit,1914,,American League,,morris/CZTLZTN,,,,morris/1915NorthCarolinaState/TwinCityDailySentinel/23,,player,,Harry,,,Saunders,,,,
,Winston-Salem,1915,,North Carolina State League,,morris/CZTLZTN,,IF,,morris/1915NorthCarolinaState/TwinCityDailySentinel/23,,player,,Harry,,,Saunders,,,,
,Morristown,1924,,Appalachian League,,blau/JTXXQVV,,,,blau/blau-20171223,,player,,Benny,,,Sauter,,,,
,Rock Island,1924,,Mississippi Valley League,,blau/JTXXQVV,,,,blau/blau-20171223,,player,,Benny,,,Sauter,,,,
,Fresno,1913,,California League,,blau/KFLKRXG,,,,blau/blau-20170108,,player,,Carl,,,Sawyer,,,,
,St. Joseph,1897,,Western Association,,blau/GYKVLQW,,,,blau/blau-20170108,,player,,Joseph S.,,Joseph S.,Sawyer,,,,
,Springfield,1920,,Western Association,,blau/PNFDFFY,,,,blau/blau-20161225,,player,,Clyde,,,Sayre,,,,
,Miami,1929,,Arizona State League,,blau/BKPHFBP,,,,blau/blau-20170319,,player,,Sam,,,Scaling,,,,
,Racine,1914,,Wisconsin-Illinois League,,morris/YZSWBST,,,,morris/1915RioGrandeValley/ArizonaRepublic/4,,player,,Henry,,Henry M.,Scanlon,,,,
,Phoenix,1915,,Rio Grande Association,,morris/YZSWBST,,3B,,morris/1915RioGrandeValley/ArizonaRepublic/4,,player,,Henry,,Henry M.,Scanlon,,,,
,Clinton,1914,,Central Association,,blau/BTCPZVM,,,,blau/blau-20180521,,player,,James,,,Scanlon,,,,
,Lynn,1913,,New England League,,blau/TSQPKDP,,,,blau/blau-20170108,,player,,Joe,,,Scanlon,,,,
,Manchester,1914,,New England League,,blau/TSQPKDP,,,,blau/blau-20170108,,player,,Joe,,,Scanlon,,,,
,Paragould,1910,,Northeast Arkansas League,,blau/SBNGJYD,,,,blau/blau-20180715,,player,,Ed,,,Schaaf,,,,
,Paragould,1910,,Northeast Arkansas League,,blau/SBNGJYD,,,,blau/blau-20180715,,manager,,Ed,,,Schaaf,,,,
,Cleveland,1912,,United States League,,blau/CYKXWCJ,,,,blau/blau-20170108,,player,,Al,,,Schacht,,,,
,Saskatoon,1910,,Western Canada League,,blau/QHKWGTR,,,,blau/blau-20171001,,player,,,,,Schaefer,,Bud,,
,Brandon,1911,,Western Canada League,,blau/QHKWGTR,,,,blau/blau-20171001,,player,,,,,Schaefer,,Bud,,
,Saskatoon,1911,,Western Canada League,,blau/QHKWGTR,,,,blau/blau-20171001,,player,,,,,Schaefer,,Bud,,
,Jackson,1921,,Mississippi State League,,blau/XQJJPFR,,,,blau/blau-20171030,,player,,,,,Schaefer,,,,
,Fort Smith,1922,,Western Association,,blau/BPLPNBG,,,,blau/blau-20170731,,player,,E. E.,,E. E.,Schaefering,,,,
,Waterbury,1924,,Eastern League,,blau/VGDMZXM,,,,blau/blau-20171001,,player,,Alex,,,Schauffel,,,,
,Waterbury,1925,,Eastern League,,blau/VGDMZXM,,,,blau/blau-20171001,,player,,Alex,,,Schauffel,,,,
,Akron,1907,,Ohio-Pennsylvania League,,blau/PRSMZLP,,,,blau/blau-20170108,,player,,Lefty,,,Schegg,,,,
,Akron,1908,,Ohio-Pennsylvania League,,blau/PRSMZLP,,,,blau/blau-20170108,,player,,Lefty,,,Schegg,,,,
,Battle Creek,1913,,Southern Michigan League,,blau/CMYLNRQ,,,,blau/blau-20170108,,player,,Fred J.,,Fred J.,Scheible,,,,
,Winnipeg,1921,,Western Canada League,,blau/RYVZDTJ,,,,blau/blau-20170521,,player,,Johnny,,,Schemma,,,,
,Norfolk,1913,,Virginia League,,blau/CDPMDTF,,,,blau/blau-20170108,,player,,Jack,,,Scheneberg,,,,
,Joplin,1921,,Western League,,blau/CDPMDTF,,,,blau/blau-20170108,,player,,Jack,,,Scheneberg,,,,
,Mobile,1922,,Southern Association,,blau/CDPMDTF,,,,blau/blau-20170108,,player,,Jack,,,Scheneberg,,,,
,Decatur,1913,,Illinois-Indiana-Iowa League,,blau/ZWLBJFN,,,,blau/blau-20180331,,player,,Roy,,,Scherer,,,,
,Decatur,1914,,Illinois-Indiana-Iowa League,,blau/ZWLBJFN,,,,blau/blau-20180331,,player,,Roy,,,Scherer,,,,
,Burlington,1914,,Central Association,,blau/PLRHJRD,,,,blau/blau-20180521,,player,,,,,Schiebler,,,,
,El Paso,1915,,Rio Grande Association,,morris/PXFYWRM,,IF,,morris/1915RioGrandeValley/ElPasoHerald/53,,player,,Art,,,Schimpf,,,,
,Tulsa,1932,,Western League,,blau/PQMGDHN,,,,blau/blau-20171030,,player,,Stanley,,,Schino,,,,
,Orlando,1920,,Florida State League,,blau/SLKXRPL,,,,blau/blau-20170827,,player,,William,,,Schirmer,,,,
,Vicksburg,1922,,Cotton States League,,blau/SLKXRPL,,,,blau/blau-20170827,,player,,William,,,Schirmer,,,,
,Portsmouth,1915,,Ohio State League,,morris/SWRWNRK,,SS,,morris/1915Buckeye/CantonEveningRepository/29,,player,,Pete,,,Schisler,,,,
,Canton,1911,,Ohio-Pennsylvania League,,blau/CSFJKZB,,,,blau/blau-20170108,,player,,Harry,,,Schlegel,,,,
,Mansfield,1912,,Ohio State League,,blau/CSFJKZB,,,,blau/blau-20170108,,player,,Harry,,,Schlegel,,,,
,Corsicana,1926,,Texas Association,,blau/CMZNKDC,,,,blau/blau-20170108,,player,,Mike,,,Schmid,,,,
,Brenham,1914,,Middle Texas League,,blau/NXFYXGK,,,,blau/blau-20180826,,player,,Walter Johnson,,Walter Johnson,Schmid,,,,
,Sioux City,1919,,Western League,,blau/YDMBXMB,,,,blau/blau-20170731,,manager,,Boss,,,Schmidt,,,,
,Keokuk,1930,,Mississippi Valley League,,blau/TSFPFNP,,,,blau/blau-20171001,,player,,Harold,,,Schmidt,,,,
,Keokuk,1931,,Mississippi Valley League,,blau/TSFPFNP,,,,blau/blau-20171001,,player,,Harold,,,Schmidt,,,,
,Kingsport,1925,,Appalachian League,,blau/FRPNCSK,,,,blau/blau-20170731,,player,,,,,Schmidt,,,,
,Asheville,1925,,South Atlantic League,,blau/FRPNCSK,,,,blau/blau-20170731,,player,,,,,Schmidt,,,,
,Winona,1914,,Northern League,,blau/SSCCDLB,,,,blau/blau-20180521,,player,,Joe,,,Schneider,,,,
,Cedar Rapids,1922,,Mississippi Valley League,,blau/QKJPXYM,,,,blau/blau-20170625,,player,,Ben,,,Schock,,,,
,Okmulgee,1922,,Western Association,,blau/QLLJBMZ,,,,blau/blau-20171001,,player,,Jim,,,Scholz,,,,
,Springfield,1923,,Western Association,,blau/QLLJBMZ,,,,blau/blau-20171001,,player,,Jim,,,Scholz,,,,
,New Haven,1932,,Eastern League,,blau/NHGWBFW,,,,blau/blau-20170416,,player,,,,,Scholz,,,,
,Racine,1915,,Bi-State League,,blau/DKWZNPR,,,,blau/blau-20170108,,player,,Clay,,,Schoonover,,,,
,Chicago,1915,,National League,,morris/SHDGJYM,,,,morris/1915Northern/WinnipegTribune/75,,player,,,,,Schor,,,,
,Winnipeg,1915,,Northern League,,morris/SHDGJYM,,P,,morris/1915Northern/WinnipegTribune/75,,player,,,,,Schor,,,,
,Cedar Rapids,1921,,Illinois-Indiana-Iowa League,,blau/TTPYNNJ,,,,blau/blau-20170205,,player,,A. B.,,A. B.,Schotten,,,,
,Paris,1911,,Blue Grass League,,blau/YZRGCJW,,,,blau/blau-20170108,,player,,Frank,,,Schrauder,,,,
,Clarksburg,1930,,Middle Atlantic League,,blau/WHBWDVL,,,,blau/blau-20171030,,player,,,,,Schrie,,Lefty,,
,Wausau,1905,,Wisconsin State League,,blau/ZBMVTML,,,,blau/blau-20170108,,player,,F.,,,Schriner,,,,
,Oshkosh,1906,,Wisconsin State League,,blau/ZBMVTML,,,,blau/blau-20170108,,player,,F.,,,Schriner,,,,
,Oshkosh,1907,,Wisconsin State League,,blau/ZBMVTML,,,,blau/blau-20170108,,player,,F.,,,Schriner,,,,
,La Crosse,1909,,Minnesota-Wisconsin League,,blau/ZLGBXMR,,,,blau/blau-20170108,,player,,F.,,,Schriner,,,,
,La Crosse,1910,,Minnesota-Wisconsin League,,blau/ZLGBXMR,,,,blau/blau-20170108,,player,,F.,,,Schriner,,,,
,Portland,1924,,Pacific Coast League,,blau/RMTSMVH,,,,blau/blau-20170108,,player,,Clyde,,,Schroeder,,,,
,Columbus,1915,,American Association,,morris/ZRMDPRJ,,,,morris/1915Northern/GrandForksDailyHerald/101,,player,,Len,,,Schroeder,,,,
,Grand Forks,1915,,Northern League,,morris/ZRMDPRJ,,1B,,morris/1915Northern/GrandForksDailyHerald/101,,player,,Len,,,Schroeder,,,,
,St. Boniface,1915,,Northern League,,morris/ZRMDPRJ,,,,morris/1915Northern/GrandForksDailyHerald/101,,player,,Len,,,Schroeder,,,,
,Decatur,1911,,Illinois-Indiana-Iowa League,,blau/QZYMKGD,,,,blau/blau-20170108,,player,,,,,Schroeder,,Smiley,,
,Duluth,1915,,Northern League,,morris/HSWRVST,,,,morris/1915Northern/GrandForksDailyHerald/114,,player,,,,,Schroeder,,,,
,Grand Forks,1915,,Northern League,,morris/HSWRVST,,,,morris/1915Northern/GrandForksDailyHerald/114,,player,,,,,Schroeder,,,,
,Evansville,1914,,Central League,,blau/TTCBTJT,,,,blau/blau-20171001,,player,,Carl,,,Schultz,,,,
,Poughkeepsie,1914,,Atlantic League,,blau/FSXBBDV,,,,blau/blau-20180331,,player,,Eddie,,,Schultz,,,,
,Poughkeepsie,1914,,Atlantic League,,blau/MQLBGMZ,,,,blau/blau-20180521,,player,,Eddie,,,Schultz,,,,
,Houston,1923,,National League,,blau/VDMHNTL,,,,blau/blau-20171001,,player,,Joe,,,Schultz,,,,
,Danville,1928,,Illinois-Indiana-Iowa League,,blau/VDMHNTL,,,,blau/blau-20171001,,manager,,Joe,,,Schultz,,,,
,Danville,1928,,Illinois-Indiana-Iowa League,,blau/VDMHNTL,,,,blau/blau-20171001,,player,,Joe,,,Schultz,,,,
,Danville,1929,,Illinois-Indiana-Iowa League,,blau/VDMHNTL,,,,blau/blau-20171001,,player,,Joe,,,Schultz,,,,
,Oshkosh,1911,,Wisconsin-Illinois League,,blau/VKMJVVQ,,,,blau/blau-20171001,,player,,Walter,,,Schultz,,Shooty,,
,Oshkosh,1912,,Wisconsin-Illinois League,,blau/VKMJVVQ,,,,blau/blau-20171001,,player,,Walter,,,Schultz,,Shooty,,
,Muskogee,1908,,Oklahoma-Kansas League,,blau/RWVTXQY,,,,blau/blau-20171001,,player,,,,,Schultz,,Red,,
,San Francisco,1909,,Pacific Coast League,,blau/RWVTXQY,,,,blau/blau-20171001,,player,,,,,Schultz,,Red,,
,Muskogee,1909,,Western Association,,blau/RWVTXQY,,,,blau/blau-20171001,,player,,,,,Schultz,,Red,,
,Galesburg,1910,,Central Association,,blau/YQGNKDG,,,,blau/blau-20171001,,player,,,,,Schultz,,Red,,
,Toledo,1911,,American Association,,blau/RWVTXQY,,,,blau/blau-20171001,,player,,,,,Schultz,,Red,,
,Zanesville,1911,,Central League,,blau/RWVTXQY,,,,blau/blau-20171001,,player,,,,,Schultz,,Red,,
,Macon,1912,,South Atlantic League,,blau/RWVTXQY,,,,blau/blau-20171001,,player,,,,,Schultz,,Red,,
,Poughkeepsie,1914,,Atlantic League,,morris/VFTBHKF,,,,morris/1915SouthAtlantic/ColumbiaState/30,,player,,,,,Schultz,,,,
,Columbia,1915,,South Atlantic League,,morris/VFTBHKF,,P,,morris/1915SouthAtlantic/ColumbiaState/30,,player,,,,,Schultz,,,,
,Columbia,1915,,South Atlantic League,,morris/FGLJVFS,,P,,morris/1915SouthAtlantic/ColumbiaState/54,,player,,Martin,,,Schulz,,,,
,St. Louis,1920,,National League,,blau/WNQZSZY,,,,blau/blau-20171001,,player,,Walter,,,Schulz,,,,
,Richmond,1920,,Virginia League,,blau/WNQZSZY,,,,blau/blau-20171001,,player,,Walter,,,Schulz,,,,
,Emporia,1924,,Southwestern League,,blau/SMVGYDV,,,,blau/blau-20171001,,player,,Edward,,,Schumaker,,,,
,Winston-Salem,1913,,North Carolina State League,,blau/CJFNLTT,,,,blau/blau-20170108,,player,,William,,,Schumaker,,,,
,Raleigh,1914,,North Carolina State League,,blau/CJFNLTT,,,,blau/blau-20170108,,player,,William,,,Schumaker,,,,
,Emporia,1924,,Southwestern League,,blau/HJZVPMX,,,,blau/blau-20170205,,player,,,,,Schumaker,,,,
,Fayetteville,1910,,Eastern Carolina League,,blau/XJFCCTR,,,,blau/blau-20170108,,player,,C. B.,,C. B.,Schuman,,,,
,Lynchburg,1908,,Virginia League,,blau/SBWLVWY,,,,blau/blau-20170108,,player,,Charles,,,Schuman,,Skeeter,,
,Danville,1909,,Virginia League,,blau/SBWLVWY,,,,blau/blau-20170108,,player,,Charles,,,Schuman,,Skeeter,,
,Lynchburg,1909,,Virginia League,,blau/SBWLVWY,,,,blau/blau-20170108,,player,,Charles,,,Schuman,,Skeeter,,
,Portsmouth,1909,,Virginia League,,blau/SBWLVWY,,,,blau/blau-20170108,,player,,Charles,,,Schuman,,Skeeter,,
,Richmond,1909,,Virginia League,,blau/SBWLVWY,,,,blau/blau-20170108,,player,,Charles,,,Schuman,,Skeeter,,
,Reading,1907,,Atlantic League,,blau/RDSHYLP,,,,blau/blau-20170108,,player,,Hack,,,Schumann,,,,
,Portsmouth,1907,,Virginia League,,blau/RDSHYLP,,,,blau/blau-20170108,,player,,Hack,,,Schumann,,,,
,Columbia,1908,,South Atlantic League,,blau/RDSHYLP,,,,blau/blau-20170108,,player,,Hack,,,Schumann,,,,
,Hartford,1909,,Connecticut State League,,blau/RDSHYLP,,,,blau/blau-20170108,,player,,Hack,,,Schumann,,,,
,New Britain,1910,,Connecticut State League,,blau/RDSHYLP,,,,blau/blau-20170108,,player,,Hack,,,Schumann,,,,
,Lawrene,1911,,New England League,,blau/RDSHYLP,,,,blau/blau-20170108,,player,,Hack,,,Schumann,,,,
,Augusta,1911,,South Atlantic League,,blau/RDSHYLP,,,,blau/blau-20170108,,player,,Hack,,,Schumann,,,,
,Zanesville,1933,,Middle Atlantic League,,blau/YPSJNGF,,,,blau/blau-20170205,,player,,George,,,Schupp,,,,
,Brunswick,1914,,Georgia State League,,morris/BLQYMRQ,,OF,,morris/1915NorthCarolinaState/AshevilleGazetteNews/7,,player,,Bob,,,Schuyler,,,,
,Brunswick,1914,,Georgia State League,,blau/MHJBRGX,,,,blau/blau-20180521,,player,,Bob,,,Schuyler,,,,
,Asheville,1914,,North Carolina State League,,morris/BLQYMRQ,,OF,,morris/1915NorthCarolinaState/AshevilleGazetteNews/7,,player,,Bob,,,Schuyler,,,,
,Asheville,1914,,North Carolina State League,,blau/MHJBRGX,,,,blau/blau-20180521,,player,,Bob,,,Schuyler,,,,
,Raleigh,1915,,North Carolina State League,,morris/BLQYMRQ,,OF,,morris/1915NorthCarolinaState/AshevilleGazetteNews/7,,player,,Bob,,,Schuyler,,,,
,Hamilton,1912,,Canadian League,,blau/WCBHVHP,,,,blau/blau-20170108,,player,,Roy C.,,Roy C.,Schuyler,,Rube,,
,Ottawa,1912,,Canadian League,,blau/WCBHVHP,,,,blau/blau-20170108,,player,,Roy C.,,Roy C.,Schuyler,,Rube,,
,Guelph,1913,,Canadian League,,blau/WCBHVHP,,,,blau/blau-20170108,,player,,Roy C.,,Roy C.,Schuyler,,Rube,,
,Hamilton,1913,,Canadian League,,blau/WCBHVHP,,,,blau/blau-20170108,,player,,Roy C.,,Roy C.,Schuyler,,Rube,,
,Kingston,1913,,New York-New Jersey League,,blau/PRVLKNX,,,,blau/blau-20170108,,player,,Frank,,,Schwab,,,,
,Poughkeepsie,1914,,Atlantic League,,blau/PRVLKNX,,,,blau/blau-20170108,,player,,Frank,,,Schwab,,,,
,Toronto,1914,,International League,,blau/PRVLKNX,,,,blau/blau-20170108,,player,,Frank,,,Schwab,,,,
,Ludington,1922,,Central League,,blau/VSCGNDK,,,,blau/blau-20170108,,player,,Harry,,,Schwab,,,,
,Williamsport,1923,,New York-Pennsylvania League,,blau/VSCGNDK,,,,blau/blau-20170108,,player,,Harry,,,Schwab,,,,
,Scranton,1925,,New York-Pennsylvania League,,blau/VSCGNDK,,,,blau/blau-20170108,,player,,Harry,,,Schwab,,,,
,Beaumont,1925,,Texas League,,blau/VSCGNDK,,,,blau/blau-20170108,,player,,Harry,,,Schwab,,,,
,Columbus,1928,,American Association,,blau/VSCGNDK,,,,blau/blau-20170108,,player,,Harry,,,Schwab,,,,
,Danville,1929,,Illinois-Indiana-Iowa League,,blau/VSCGNDK,,,,blau/blau-20170108,,player,,Harry,,,Schwab,,,,
